"INDIC_IS","GEO","TIME","UNIT","IND_TYPE","Value","Flag and Footnotes"
"Internet use: communicating with instructors or students using educational websites/portals","France","2019","Percentage of individuals","All Individuals","6",""
"Internet use: communicating with instructors or students using educational websites/portals","Croatia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Croatia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Croatia","2015","Percentage of individuals","All Individuals","5",""
"Internet use: communicating with instructors or students using educational websites/portals","Croatia","2019","Percentage of individuals","All Individuals","6",""
"Internet use: communicating with instructors or students using educational websites/portals","Italy","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Italy","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Italy","2015","Percentage of individuals","All Individuals","8",""
"Internet use: communicating with instructors or students using educational websites/portals","Italy","2019","Percentage of individuals","All Individuals","10",""
"Internet use: communicating with instructors or students using educational websites/portals","Cyprus","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Cyprus","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Cyprus","2015","Percentage of individuals","All Individuals","4",""
"Internet use: communicating with instructors or students using educational websites/portals","Cyprus","2019","Percentage of individuals","All Individuals","7",""
"Internet use: communicating with instructors or students using educational websites/portals","Latvia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Latvia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Latvia","2015","Percentage of individuals","All Individuals","15",""
"Internet use: communicating with instructors or students using educational websites/portals","Latvia","2019","Percentage of individuals","All Individuals","8",""
"Internet use: communicating with instructors or students using educational websites/portals","Lithuania","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Lithuania","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Lithuania","2015","Percentage of individuals","All Individuals","10",""
"Internet use: communicating with instructors or students using educational websites/portals","Lithuania","2019","Percentage of individuals","All Individuals","11",""
"Internet use: communicating with instructors or students using educational websites/portals","Luxembourg","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Luxembourg","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Luxembourg","2015","Percentage of individuals","All Individuals","15",""
"Internet use: communicating with instructors or students using educational websites/portals","Luxembourg","2019","Percentage of individuals","All Individuals","10","b"
"Internet use: communicating with instructors or students using educational websites/portals","Hungary","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Hungary","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Hungary","2015","Percentage of individuals","All Individuals","6",""
"Internet use: communicating with instructors or students using educational websites/portals","Hungary","2019","Percentage of individuals","All Individuals","6",""
"Internet use: communicating with instructors or students using educational websites/portals","Malta","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Malta","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Malta","2015","Percentage of individuals","All Individuals","8",""
"Internet use: communicating with instructors or students using educational websites/portals","Malta","2019","Percentage of individuals","All Individuals","14",""
"Internet use: communicating with instructors or students using educational websites/portals","Netherlands","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Netherlands","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Netherlands","2015","Percentage of individuals","All Individuals","12",""
"Internet use: communicating with instructors or students using educational websites/portals","Netherlands","2019","Percentage of individuals","All Individuals","16",""
"Internet use: communicating with instructors or students using educational websites/portals","Austria","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Austria","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Austria","2015","Percentage of individuals","All Individuals","8",""
"Internet use: communicating with instructors or students using educational websites/portals","Austria","2019","Percentage of individuals","All Individuals","8",""
"Internet use: communicating with instructors or students using educational websites/portals","Poland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Poland","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Poland","2015","Percentage of individuals","All Individuals","3",""
"Internet use: communicating with instructors or students using educational websites/portals","Poland","2019","Percentage of individuals","All Individuals","5",""
"Internet use: communicating with instructors or students using educational websites/portals","Portugal","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Portugal","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Portugal","2015","Percentage of individuals","All Individuals","7",""
"Internet use: communicating with instructors or students using educational websites/portals","Portugal","2019","Percentage of individuals","All Individuals","11",""
"Internet use: communicating with instructors or students using educational websites/portals","Romania","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Romania","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Romania","2015","Percentage of individuals","All Individuals","4",""
"Internet use: communicating with instructors or students using educational websites/portals","Romania","2019","Percentage of individuals","All Individuals","4",""
"Internet use: communicating with instructors or students using educational websites/portals","Slovenia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Slovenia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Slovenia","2015","Percentage of individuals","All Individuals","6",""
"Internet use: communicating with instructors or students using educational websites/portals","Slovenia","2019","Percentage of individuals","All Individuals","5",""
"Internet use: communicating with instructors or students using educational websites/portals","Slovakia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Slovakia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Slovakia","2015","Percentage of individuals","All Individuals","6",""
"Internet use: communicating with instructors or students using educational websites/portals","Slovakia","2019","Percentage of individuals","All Individuals","4",""
"Internet use: communicating with instructors or students using educational websites/portals","Finland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Finland","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Finland","2015","Percentage of individuals","All Individuals","17",""
"Internet use: communicating with instructors or students using educational websites/portals","Finland","2019","Percentage of individuals","All Individuals","20",""
"Internet use: communicating with instructors or students using educational websites/portals","Sweden","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Sweden","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Sweden","2015","Percentage of individuals","All Individuals","14",""
"Internet use: communicating with instructors or students using educational websites/portals","Sweden","2019","Percentage of individuals","All Individuals","19",""
"Internet use: communicating with instructors or students using educational websites/portals","United Kingdom","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","United Kingdom","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","United Kingdom","2015","Percentage of individuals","All Individuals","11",""
"Internet use: communicating with instructors or students using educational websites/portals","United Kingdom","2019","Percentage of individuals","All Individuals","14",""
"Internet use: communicating with instructors or students using educational websites/portals","Iceland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Iceland","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Iceland","2015","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Iceland","2019","Percentage of individuals","All Individuals","24",""
"Internet use: communicating with instructors or students using educational websites/portals","Norway","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Norway","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Norway","2015","Percentage of individuals","All Individuals","15",""
"Internet use: communicating with instructors or students using educational websites/portals","Norway","2019","Percentage of individuals","All Individuals","15",""
"Internet use: communicating with instructors or students using educational websites/portals","North Macedonia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","North Macedonia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","North Macedonia","2015","Percentage of individuals","All Individuals","4",""
"Internet use: communicating with instructors or students using educational websites/portals","North Macedonia","2019","Percentage of individuals","All Individuals","3",""
"Internet use: communicating with instructors or students using educational websites/portals","Serbia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Serbia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Serbia","2015","Percentage of individuals","All Individuals","6",""
"Internet use: communicating with instructors or students using educational websites/portals","Serbia","2019","Percentage of individuals","All Individuals","5",""
"Internet use: communicating with instructors or students using educational websites/portals","Turkey","2006","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Turkey","2010","Percentage of individuals","All Individuals",":",""
"Internet use: communicating with instructors or students using educational websites/portals","Turkey","2015","Percentage of individuals","All Individuals","2",""
"Internet use: communicating with instructors or students using educational websites/portals","Turkey","2019","Percentage of individuals","All Individuals","2",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Belgium","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Belgium","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Belgium","2015","Percentage of individuals","All Individuals","20",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Belgium","2019","Percentage of individuals","All Individuals","24",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Bulgaria","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Bulgaria","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Bulgaria","2015","Percentage of individuals","All Individuals","10",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Bulgaria","2019","Percentage of individuals","All Individuals","9",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Czechia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Czechia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Czechia","2015","Percentage of individuals","All Individuals","8",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Czechia","2019","Percentage of individuals","All Individuals","16","b"
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Denmark","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Denmark","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Denmark","2015","Percentage of individuals","All Individuals","20",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Denmark","2019","Percentage of individuals","All Individuals","32",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Germany (until 1990 former territory of the FRG)","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Germany (until 1990 former territory of the FRG)","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Germany (until 1990 former territory of the FRG)","2015","Percentage of individuals","All Individuals","15",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Germany (until 1990 former territory of the FRG)","2019","Percentage of individuals","All Individuals","21",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Estonia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Estonia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Estonia","2015","Percentage of individuals","All Individuals","34",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Estonia","2019","Percentage of individuals","All Individuals","35",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Ireland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Ireland","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Ireland","2015","Percentage of individuals","All Individuals","12",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Ireland","2019","Percentage of individuals","All Individuals","26",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Greece","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Greece","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Greece","2015","Percentage of individuals","All Individuals","8",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Greece","2019","Percentage of individuals","All Individuals","8",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Spain","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Spain","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Spain","2015","Percentage of individuals","All Individuals","24",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Spain","2019","Percentage of individuals","All Individuals","31",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","France","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","France","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","France","2015","Percentage of individuals","All Individuals","13",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","France","2019","Percentage of individuals","All Individuals","18",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Croatia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Croatia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Croatia","2015","Percentage of individuals","All Individuals","12",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Croatia","2019","Percentage of individuals","All Individuals","16",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Italy","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Italy","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Italy","2015","Percentage of individuals","All Individuals","15",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Italy","2019","Percentage of individuals","All Individuals","19",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Cyprus","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Cyprus","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Cyprus","2015","Percentage of individuals","All Individuals","7",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Cyprus","2019","Percentage of individuals","All Individuals","13",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Latvia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Latvia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Latvia","2015","Percentage of individuals","All Individuals","20",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Latvia","2019","Percentage of individuals","All Individuals","22",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Lithuania","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Lithuania","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Lithuania","2015","Percentage of individuals","All Individuals","17",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Lithuania","2019","Percentage of individuals","All Individuals","24",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Luxembourg","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Luxembourg","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Luxembourg","2015","Percentage of individuals","All Individuals","33",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Luxembourg","2019","Percentage of individuals","All Individuals","28","b"
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Hungary","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Hungary","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Hungary","2015","Percentage of individuals","All Individuals","11",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Hungary","2019","Percentage of individuals","All Individuals","10",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Malta","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Malta","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Malta","2015","Percentage of individuals","All Individuals","14",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Malta","2019","Percentage of individuals","All Individuals","24",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Netherlands","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Netherlands","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Netherlands","2015","Percentage of individuals","All Individuals","23",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Netherlands","2019","Percentage of individuals","All Individuals","30",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Austria","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Austria","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Austria","2015","Percentage of individuals","All Individuals","18",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Austria","2019","Percentage of individuals","All Individuals","22",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Poland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Poland","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Poland","2015","Percentage of individuals","All Individuals","9",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Poland","2019","Percentage of individuals","All Individuals","13",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Portugal","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Portugal","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Portugal","2015","Percentage of individuals","All Individuals","20",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Portugal","2019","Percentage of individuals","All Individuals","25",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Romania","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Romania","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Romania","2015","Percentage of individuals","All Individuals","20",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Romania","2019","Percentage of individuals","All Individuals","16",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Slovenia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Slovenia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Slovenia","2015","Percentage of individuals","All Individuals","16",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Slovenia","2019","Percentage of individuals","All Individuals","23",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Slovakia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Slovakia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Slovakia","2015","Percentage of individuals","All Individuals","13",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Slovakia","2019","Percentage of individuals","All Individuals","15",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Finland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Finland","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Finland","2015","Percentage of individuals","All Individuals","29",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Finland","2019","Percentage of individuals","All Individuals","37",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Sweden","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Sweden","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Sweden","2015","Percentage of individuals","All Individuals","25",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Sweden","2019","Percentage of individuals","All Individuals","41",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","United Kingdom","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","United Kingdom","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","United Kingdom","2015","Percentage of individuals","All Individuals","27",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","United Kingdom","2019","Percentage of individuals","All Individuals","37",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Iceland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Iceland","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Iceland","2015","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Iceland","2019","Percentage of individuals","All Individuals","75",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Norway","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Norway","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Norway","2015","Percentage of individuals","All Individuals","30",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Norway","2019","Percentage of individuals","All Individuals","34",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","North Macedonia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","North Macedonia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","North Macedonia","2015","Percentage of individuals","All Individuals","16",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","North Macedonia","2019","Percentage of individuals","All Individuals","14",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Serbia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Serbia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Serbia","2015","Percentage of individuals","All Individuals","18",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Serbia","2019","Percentage of individuals","All Individuals","29",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Turkey","2006","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Turkey","2010","Percentage of individuals","All Individuals",":",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Turkey","2015","Percentage of individuals","All Individuals","4",""
"Internet use: any of the learning activities i_iuolc, i_iuolm, i_iuocis","Turkey","2019","Percentage of individuals","All Individuals","5",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Belgium","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Belgium","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Belgium","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Belgium","2019","Percentage of individuals","All Individuals","58",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Bulgaria","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Bulgaria","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Bulgaria","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Bulgaria","2019","Percentage of individuals","All Individuals","47",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Czechia","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Czechia","2010","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Czechia","2015","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Czechia","2019","Percentage of individuals","All Individuals","59",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Denmark","2006","Percentage of individuals","All Individuals",":",""
"Internet use: instant messaging, i.e. exchanging messages, for example, via Skype, Messenger, WhatsApp, Viber","Denmark","2010","Percentage of individuals","All Individuals",":",""
